gefunden_am,portal,suchbegriff,titel,preis,ort,inserat_datum,baujahr,betriebsstunden,url
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290-2,94.392 EUR,"SE, Knivsta, Uppsala län",2026-08-06,2022,1520 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb290-2/76hbieh5.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290,34.774 EUR,"DK, Vejle, Midtjylland",2026-08-06,2015,6606 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290/g57ifi75.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,68.210 EUR,"DK, Vejle, Midtjylland",2026-08-07,2020,5436 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290-2/j9egcg6d.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2 8 Ton Midi Excavator,52.250 EUR,"UK, Northampton, Northamptonshire",2026-08-10,2022,3843 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290-2-8-ton-midi-excavator/dghab9g7.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290,36.969 EUR,"HU, Budapest IX, Pest",2026-08-12,2016,9200 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290/6dcgehhk.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290-2,76.000 EUR,"DE, Oberderdingen, Baden-Württemberg",2026-08-12,2022,1965 h,https://www.mascus.de/baumaschinen/sonstige-baumaschinen/takeuchi-tb290-2/g6dei5jd.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,55.900 EUR,"ES, Tui, Galicia",2026-08-13,2020,4261 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290-2/c7557i6i.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290,39.500 EUR,"SI, -",2026-08-19,2014,5251 h,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb-290/d5e5g858.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290 Takeuchi TB290 kun 3950 timer,36.799 EUR,"DK, Horsens, Midtjylland",2026-08-19,2017,3950 h,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb290-takeuchi-tb290-kun-3950-timer/ef7hc69e.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,"Takeuchi TB 290 - 8.400 kg. / Engcorn rotortilt, centralsmø",45.215 EUR,"DK, Tingvejen 40B",2026-08-21,2016,,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb-290-8-400-kg-engcorn-rotortilt-centralsmo/didigkf5.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290,30.336 EUR,"UK, Driffield, East Yorkshire",2026-08-24,2019,,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290/9ia6bh4j.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290,62.000 EUR,"FI, Honkajoki, Satakunta",2026-08-26,2018,6270 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb290/5aifjb7d.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,108.351 EUR,"DK, Kolding, Syddanmark",2026-08-26,2025,12 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290-2/gdf5dkdj.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290,27.500 EUR,"BE, Balen, Antwerpen",2026-08-26,2016,8832 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290/8fac456e.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290-2 BOGMASTER,56.543 EUR,"UK, -",2026-08-27,2020,3680 h,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb290-2-bogmaster/icd9bh95.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290 Takeuchi TB290 kun 4080 timer,36.799 EUR,"DK, Horsens",2026-08-27,2017,4080 h,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb290-takeuchi-tb290-kun-4080-timer/85bejda8.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB290 Ny skovle JST Forskellige modeller,870 EUR,"DK, Horsens",2026-08-28,,,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb290-ny-skovle-jst-forskellige-modeller/cedcadgg.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,60.198 EUR,"DK, Rønnede, Sjælland",2026-09-02,2019,600 h,https://www.mascus.de/baumaschinen/minibagger---7t/takeuchi-tb-290-2/df9ghi4d.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,53.496 EUR,"DK, Sorø",2026-09-02,2020,5876 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290-2/edgf9i4a.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,39.280 EUR,"UK, -",2026-09-04,2020,5600 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/takeuchi-tb-290-2/c9ed67dj.html
2026-09-06T09:18:46Z,Mascus,Takeuchi TB 290,Takeuchi TB 290-2,49.750 EUR,"NL, Harskamp",2026-09-05,2016,7600 h,https://www.mascus.de/baumaschinen/raupenbagger/takeuchi-tb-290-2/d6j6ieii.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/jc75bf9c.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/fj6f5hfc.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/djadjec5.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/iaf67gb9.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/jc6g47hc.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/5b9da5da.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-05,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8-second-hand-excavator-for-sale/g76bcabe.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-7 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-06,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-7-second-hand-excavator-for-sale/ec48a76i.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-7 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-06,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-7-second-hand-excavator-for-sale/egbegeh9.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-7 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-06,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-7-second-hand-excavator-for-sale/8gejehei.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-7 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-06,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-7-second-hand-excavator-for-sale/jeh8987k.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-7 - Second Hand Excavator for Sale,22.419 EUR,"CN, -",2026-08-06,2025,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-7-second-hand-excavator-for-sale/954k9cdf.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-8 //BJ. 2012/6324 H/Klima/Alle Leitungen,46.900 EUR,"DE, Überherrn, Saarland",2026-08-06,2012,6324 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-8-bj-2012-6324-h-klima-alle-leitungen/8bejbja6.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC,28.662 EUR,"CZ, -",2026-08-07,2005,15260 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc/ejd7jfb5.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-7K,16.000 EUR,"LT, Vilnius, Vilniaus apskritis",2026-08-07,2005,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-7k/ii8ke8dh.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-7K,35.000 EUR,"ES, -",2026-08-11,2004,15000 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-7k/bcdg6d8b.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-11,117.000 EUR,"PL, Wyszków, mazowieckie",2026-08-13,2024,2470 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-11/6eha4hgk.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8,20.362 EUR,"CN, -",2026-08-14,2023,820 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8/ih9ge69c.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210LC-11E0,166.800 EUR,"DE, -",2026-08-16,2024,1803 h,https://www.mascus.de/baumaschinen/baumaschinen-andere-zubehoerteile/komatsu-pc210lc-11e0/8h6j779g.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210,21.121 EUR,"CN, -",2026-08-17,2024,965 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210/86eec57j.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210,20.225 EUR,"CN, -",2026-08-17,2024,964 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210/8eacbjhb.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-11E0,62.500 EUR,"LT, -",2026-08-20,2022,3500 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-11e0/6bdhfgec.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210LC,33.900 EUR,"FR, Neuville saint-Amand",2026-08-21,2007,6792 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc210lc/85dei9de.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210LC-8N1,22.923 EUR,"CN, -",2026-08-21,2024,500 h,https://www.mascus.de/baumaschinen/midibagger--7t---12t/komatsu-pc210lc-8n1/9bbfag7f.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-11,55.900 EUR,"AT, Mondsee, Salzburg",2026-08-21,2016,9310 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-11/6c4hhaia.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210LC-6K Excavator with Rototilt and 3 Buckets,39.800 EUR,"NO, Møre og Romsdal",2026-08-21,2001,1800 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc210lc-6k-excavator-with-rototilt-and-3-buckets/755f977g.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu Counterweight PC210,4.500 EUR,"NL, Venlo",2026-08-23,2026,,https://www.mascus.de/baumaschinen/baumaschinen-andere-zubehoerteile/komatsu-counterweight-pc210/6fe5eedd.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210-8,21.829 EUR,"CN, -",2026-08-24,2023,670 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-8/hi859fg9.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC,22.430 EUR,"CN, -",2026-08-25,2023,1420 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc/acgjdd8k.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-11,135.000 EUR,"EE, -",2026-08-25,2022,3400 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-11/j8b5ci8k.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210-7 Swing  Gearbox 20Y-26-00220 20Y-26-00211 2,1.021 EUR,"CN, -",2026-08-26,2026,,https://www.mascus.de/baumaschinen/getriebe/komatsu-pc210-7-swing-gearbox-20y-26-00220-20y-26-00211-2/hi8b9a6j.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210,2.400 EUR,"NL, Venlo",2026-08-26,2026,,https://www.mascus.de/baumaschinen/schaufeln/komatsu-pc210/6e6ja8ai.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC,20.151 EUR,"CN, -",2026-08-26,2024,500 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc/jhbiffjc.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210LC-11E0 + système de guidage 3D Leica,132.000 EUR,"FR, Saint-Priest, Auvergne-Rhône-Alpes",2026-08-26,2022,4155 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc210lc-11e0-systeme-de-guidage-3d-leica/ggi56i7g.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC150 / PC160 / PC180 / PC210 / PC240 3 Grouser 60,500 EUR,"NL, Venlo",2026-08-27,,,https://www.mascus.de/baumaschinen/baumaschinenketten/komatsu-pc150-pc160-pc180-pc210-pc240-3-grouser-60/86fd49gk.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210,57.500 EUR,"PT, -",2026-08-28,2012,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210/cjfbejjg.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-8,19.750 EUR,"CN, JINSHAN, 上海",2026-08-31,2024,800 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-8/gf97f5fd.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 NLC-11,113.916 EUR,"CZ, Cestlice, Praha",2026-08-31,2022,3100 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-nlc-11/4b7879c7.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210,14.477 EUR,"CN, -",2026-09-01,2022,2845 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210/bcab4i86.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 NLC-8,27.000 EUR,"PT, -",2026-09-02,2007,20640 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-nlc-8/9i76g68h.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210,18.970 EUR,"CN, -",2026-09-03,2024,718 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210/ck886d9d.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210 LC-10,38.500 EUR,"LT, -",2026-09-03,2015,,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210-lc-10/5d89dh77.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC 210,20.350 EUR,"CN, -",2026-09-03,2024,957 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc-210/fhihf69j.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210 15m Set Long Reach Equipment,15.900 EUR,"NL, Venlo",2026-09-03,2026,,https://www.mascus.de/baumaschinen/tiefloeffel/komatsu-pc210-15m-set-long-reach-equipment/agaa5bi8.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210 18 mtr Long Reach Equipment,16.900 EUR,"NL, Venlo",2026-09-03,2026,,https://www.mascus.de/baumaschinen/tiefloeffel/komatsu-pc210-18-mtr-long-reach-equipment/bk99gd4j.html
2026-09-06T09:18:46Z,Mascus,Komatsu PC210,Komatsu PC210-8LC,25.006 EUR,"CN, -",2026-09-04,2023,951 h,https://www.mascus.de/baumaschinen/raupenbagger/komatsu-pc210-8lc/8c7h7gh6.html
